,"('act', '{<QualifiedName: collabmap:BuildingVerification>}')","('act', '{<QualifiedName: collabmap:CompletionVerification>}')","('act', '{<QualifiedName: collabmap:RouteIdentification>}')","('act', '{<QualifiedName: collabmap:RouteVerification>}')","('ent', '{<QualifiedName: collabmap:Building>}')","('ent', '{<QualifiedName: collabmap:Route>}')","('ent', '{<QualifiedName: collabmap:RouteSet>}')","('ent', '{<QualifiedName: collabmap:Vote>}')","[('der', 'gen'), ('der', 'usd'), (('ent', '{<QualifiedName: collabmap:Building>}'), ('ent', '{<QualifiedName: collabmap:Building>}'))]","[['der', 'der', ('ent', '{<QualifiedName: collabmap:Building>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Building>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Building>}')], ['gen', ('act', '{<QualifiedName: collabmap:BuildingVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Building>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Building>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:Building>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:CompletionVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: collabmap:Building>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: collabmap:Building>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Building>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]",label
1103,2,5,3,6,1,3,3,24,2,12,1,2,1,1,1,0,1,1,2,12,5,2,3,9,3,2,2,2,7,Trusted
1104,9,3,1,3,1,1,1,17,2,6,1,9,1,1,1,0,0,0,0,3,3,0,10,6,10,0,0,3,3,Trusted
1105,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1106,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1107,2,3,2,5,1,2,2,15,2,11,1,2,1,1,1,0,0,0,1,5,3,1,3,7,3,0,0,5,4,Trusted
1108,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1109,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1110,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1111,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1112,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1113,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1114,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1115,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1116,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1117,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1118,9,3,1,3,1,1,1,17,2,6,1,9,1,1,1,0,0,0,0,3,3,0,10,6,10,0,0,3,3,Trusted
1119,2,5,2,5,1,2,2,18,2,10,1,2,1,1,1,0,0,1,1,8,5,1,3,8,3,0,3,2,6,Trusted
1120,2,8,3,10,1,3,7,38,2,14,1,2,1,1,1,0,0,1,2,21,8,2,3,10,3,0,8,2,10,Trusted
1121,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1122,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1123,9,10,4,10,1,4,5,42,2,19,1,9,1,1,1,0,1,2,3,18,10,3,10,14,10,0,7,3,13,Trusted
1124,3,3,1,3,1,1,1,11,2,6,1,3,1,1,1,0,0,0,0,3,3,0,4,6,4,0,0,3,3,Trusted
1125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncertain
1126,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncertain
1127,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1128,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1129,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncertain
1130,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1131,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
1132,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1133,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1134,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1135,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1136,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1137,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1138,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1139,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1140,2,5,3,6,1,3,4,24,2,9,1,2,1,1,1,0,0,2,2,11,5,2,3,6,3,0,5,1,7,Trusted
1141,4,5,2,6,1,2,2,22,2,12,1,4,1,1,1,0,0,1,1,9,5,1,5,9,5,0,3,3,6,Trusted
1142,2,4,2,4,1,2,2,16,2,8,1,2,1,1,1,0,0,1,1,7,4,1,3,6,3,0,3,1,5,Trusted
1143,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1144,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1145,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1146,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1147,2,2,2,2,1,2,2,9,2,7,1,2,1,1,1,0,0,1,1,2,2,1,3,5,3,0,0,2,3,Trusted
1148,5,6,2,6,1,2,2,23,2,12,1,5,1,1,1,0,0,1,1,9,6,1,6,10,6,0,3,3,7,Trusted
1149,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1150,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1151,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1152,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1153,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1154,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1155,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1156,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1157,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1158,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1159,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1160,2,2,2,2,1,2,2,9,2,7,1,2,1,1,1,0,0,1,1,2,2,1,3,5,3,0,0,2,3,Trusted
1161,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1162,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1163,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1164,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1165,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1166,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1167,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1168,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1169,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1170,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1171,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1172,2,7,4,7,1,4,5,28,2,9,1,2,1,1,1,0,1,2,3,13,7,3,3,7,3,0,6,1,10,Trusted
1173,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1174,2,15,5,15,1,5,10,77,2,27,1,2,1,1,1,1,1,1,4,50,15,4,3,18,3,3,1,2,19,Trusted
1175,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1176,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1177,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1178,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1179,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1180,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1181,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1182,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1183,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
1184,2,4,2,4,1,2,2,16,2,8,1,2,1,1,1,0,0,1,1,7,4,1,3,6,3,0,3,1,5,Trusted
1185,16,3,1,3,1,1,1,24,2,6,1,16,1,1,1,0,0,0,0,3,3,0,17,6,17,0,0,3,3,Trusted
1186,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
1187,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1188,8,5,2,5,1,2,2,24,2,10,1,8,1,1,1,0,0,1,1,8,5,1,9,8,9,0,3,2,6,Trusted
1189,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1190,4,0,0,0,1,0,0,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,Uncertain
1191,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
1192,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1193,2,6,2,6,1,2,2,20,2,12,1,2,1,1,1,0,0,1,1,9,6,1,3,10,3,0,3,3,7,Trusted
1194,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1195,7,6,2,7,1,2,5,31,2,15,1,7,1,1,1,0,0,1,1,13,6,1,8,10,8,0,4,3,7,Trusted
1196,12,6,2,6,1,2,2,30,2,12,1,12,1,1,1,0,0,1,1,9,6,1,13,10,13,0,3,3,7,Trusted
1197,7,7,2,7,1,2,3,30,2,12,1,7,1,1,1,0,0,1,1,12,7,1,8,10,8,0,5,2,8,Trusted
1198,2,4,1,4,1,1,1,12,2,8,1,2,1,1,1,0,0,0,0,4,4,0,3,8,3,0,0,4,4,Trusted
1199,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1200,15,3,1,3,1,1,1,23,2,6,1,15,1,1,1,0,0,0,0,3,3,0,16,6,16,0,0,3,3,Trusted
1201,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1202,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1203,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1204,2,1,2,1,1,2,2,7,2,5,1,2,1,1,1,0,0,1,1,1,1,1,3,3,3,0,0,1,2,Trusted
1205,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1206,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1207,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1208,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1209,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1210,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1211,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1212,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1213,4,0,0,0,1,0,0,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,Uncertain
1214,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1215,2,2,2,2,1,2,2,9,2,7,1,2,1,1,1,0,0,1,1,2,2,1,3,5,3,0,0,2,3,Trusted
1216,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1217,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1218,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1219,2,6,2,6,1,2,2,20,2,12,1,2,1,1,1,0,0,1,1,9,6,1,3,10,3,0,3,3,7,Trusted
1220,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1221,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1222,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1223,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1224,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1225,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1226,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1227,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1228,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1229,2,2,2,2,1,2,2,11,2,7,0,2,1,1,1,0,0,1,1,3,2,1,3,5,3,0,1,1,3,Trusted
1230,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1231,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1232,2,3,2,3,1,2,2,12,2,8,1,2,1,1,1,0,0,1,1,4,3,1,3,6,3,0,1,2,4,Trusted
1233,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1234,4,3,1,3,1,1,1,12,2,6,1,4,1,1,1,0,0,0,0,3,3,0,5,6,5,0,0,3,3,Trusted
1235,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1236,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1237,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1238,6,3,1,3,1,1,1,14,2,6,1,6,1,1,1,0,0,0,0,3,3,0,7,6,7,0,0,3,3,Trusted
1239,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1240,4,0,1,0,1,1,1,6,2,0,1,4,1,1,1,0,0,0,0,0,0,0,5,0,5,0,0,0,0,Trusted
1241,2,5,2,5,1,2,2,18,2,10,1,2,1,1,1,0,0,1,1,8,5,1,3,8,3,0,3,2,6,Trusted
1242,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1243,3,3,1,3,1,1,1,11,2,6,1,3,1,1,1,0,0,0,0,3,3,0,4,6,4,0,0,3,3,Trusted
1244,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1245,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1246,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1247,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1248,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1249,4,0,1,0,1,1,1,6,2,0,1,4,1,1,1,0,0,0,0,0,0,0,5,0,5,0,0,0,0,Trusted
1250,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1251,3,4,2,4,1,2,2,17,2,8,1,3,1,1,1,0,0,1,1,7,4,1,4,6,4,0,3,1,5,Trusted
1252,4,0,1,0,1,1,1,6,2,0,1,4,1,1,1,0,0,0,0,0,0,0,5,0,5,0,0,0,0,Trusted
1253,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1254,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1255,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1256,2,4,1,5,1,1,1,14,2,10,1,2,1,1,1,0,0,0,0,5,4,0,3,9,3,0,0,5,4,Trusted
1257,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1258,2,2,2,2,1,2,2,9,2,7,1,2,1,1,1,0,0,1,1,2,2,1,3,5,3,0,0,2,3,Trusted
1259,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1260,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1261,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1262,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1263,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1264,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1265,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1266,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1267,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1268,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
1269,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1270,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1271,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Uncertain
1272,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1273,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1274,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1275,2,3,2,3,1,2,2,12,2,8,1,2,1,1,1,0,0,1,1,4,3,1,3,6,3,0,1,2,4,Trusted
1276,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1277,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1278,2,3,1,3,1,1,1,10,2,6,1,2,1,1,1,0,0,0,0,3,3,0,3,6,3,0,0,3,3,Trusted
1279,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1280,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1281,2,2,1,2,1,1,1,8,2,4,1,2,1,1,1,0,0,0,0,2,2,0,3,4,3,0,0,2,2,Trusted
1282,2,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Trusted
1283,2,1,1,1,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,1,1,0,3,2,3,0,0,1,1,Trusted
1284,2,0,1,0,1,1,1,4,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Trusted
