,"('act', '{<QualifiedName: collabmap:CompletionVerification>}')","('act', '{<QualifiedName: collabmap:RouteIdentification>}')","('act', '{<QualifiedName: collabmap:RouteVerification>}')","('ent', '{<QualifiedName: collabmap:Route>}')","('ent', '{<QualifiedName: collabmap:RouteSet>}')","('ent', '{<QualifiedName: collabmap:Vote>}')","[('der', 'gen'), ('der', 'usd'), (('ent', '{<QualifiedName: collabmap:RouteSet>}'), ('ent', '{<QualifiedName: collabmap:RouteSet>}'))]","[['der', 'der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:CompletionVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteVerification>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]",label
929,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
930,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
931,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
932,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
933,5,2,5,2,3,17,2,13,0,1,2,5,1,5,2,5,3,8,1,3,8,Uncertain
934,4,1,4,1,2,14,2,4,0,0,1,1,1,4,1,8,10,2,0,1,8,Trusted
935,1,0,1,0,1,4,0,0,0,0,0,0,0,1,0,3,4,0,0,0,2,Trusted
936,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
937,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
938,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
939,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
940,23,5,32,5,18,146,2,37,0,3,5,89,1,23,5,32,3,27,4,4,29,Uncertain
941,7,1,6,1,4,36,2,20,0,0,1,6,1,7,1,23,6,7,0,3,9,Trusted
942,5,0,5,0,3,30,0,14,0,0,0,0,0,5,0,27,17,4,0,0,10,Trusted
943,3,0,2,0,2,14,0,1,0,0,0,0,0,3,0,12,14,1,0,0,5,Trusted
944,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
945,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
946,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
947,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
948,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
949,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
950,22,4,31,4,17,143,2,51,0,2,4,65,1,22,4,55,13,28,8,3,30,Uncertain
951,20,3,27,3,16,130,0,52,1,0,3,36,2,20,3,78,14,16,1,8,31,Uncertain
952,4,0,4,0,4,16,0,3,0,0,0,0,0,4,0,15,16,3,0,0,8,Uncertain
953,15,3,20,3,11,102,9,25,1,0,3,36,2,15,3,50,27,20,1,8,19,Trusted
954,13,2,12,2,9,69,4,36,0,1,2,19,1,13,2,37,6,15,3,2,15,Uncertain
955,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,Trusted
956,11,1,10,1,7,59,0,10,0,0,1,6,1,11,1,45,24,6,0,3,17,Uncertain
957,5,2,5,2,3,19,2,9,0,1,2,7,1,5,2,5,3,6,3,1,8,Uncertain
958,4,1,4,1,2,16,2,12,0,0,1,3,1,4,1,8,4,6,0,3,6,Uncertain
959,3,0,3,0,1,12,0,0,0,0,0,0,0,3,0,9,12,0,0,0,6,Trusted
960,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
961,8,5,8,5,9,36,2,15,2,1,5,18,1,8,5,5,3,7,1,1,14,Uncertain
962,7,4,7,4,8,33,0,4,1,2,4,12,1,7,4,12,4,2,5,1,12,Uncertain
963,7,4,6,4,7,30,2,15,1,2,4,12,1,7,4,8,2,8,5,1,11,Uncertain
964,6,3,6,3,6,28,2,25,0,1,3,5,2,6,3,15,4,9,0,5,10,Uncertain
965,5,2,5,2,5,24,0,4,0,1,2,1,0,5,2,18,18,3,0,1,11,Uncertain
966,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
967,2,2,1,2,3,7,2,2,0,1,2,1,0,2,2,2,2,1,0,1,4,Uncertain
968,1,1,1,1,2,5,2,0,0,0,1,0,1,1,1,3,5,0,0,0,3,Uncertain
969,8,3,8,3,4,31,2,17,1,1,3,12,1,8,3,8,3,11,3,3,12,Uncertain
970,7,2,7,2,3,28,2,16,0,1,2,5,1,7,2,14,10,8,1,3,12,Trusted
971,4,1,4,1,2,18,2,5,0,0,1,1,1,4,1,12,13,2,0,1,8,Trusted
972,1,0,1,0,1,5,0,0,0,0,0,0,0,1,0,4,5,0,0,0,2,Trusted
973,2,1,2,1,2,5,2,0,0,0,1,0,1,2,1,2,5,0,0,0,5,Uncertain
974,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
975,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
976,1,1,1,1,2,3,2,0,0,0,1,0,1,1,1,1,3,0,0,0,3,Uncertain
977,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
978,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
979,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
980,7,2,13,2,7,42,2,13,0,0,2,22,2,7,2,15,7,10,1,1,12,Trusted
981,4,1,10,1,6,35,0,7,0,0,1,12,0,4,1,22,4,3,0,1,6,Uncertain
982,4,1,9,1,5,32,4,15,0,0,1,12,0,4,1,18,4,10,0,1,5,Uncertain
983,3,0,8,0,3,27,0,20,0,0,0,0,0,3,0,26,8,7,0,0,11,Trusted
984,2,0,6,0,2,20,0,1,0,0,0,0,0,2,0,19,20,1,0,0,8,Trusted
985,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
986,2,1,2,1,2,5,2,0,0,0,1,0,1,2,1,2,5,0,0,0,5,Uncertain
987,4,3,4,3,4,14,2,8,1,1,3,3,1,4,3,4,5,4,1,1,9,Uncertain
988,2,2,2,2,3,9,2,7,0,1,2,1,1,2,2,4,4,3,0,1,5,Uncertain
989,1,1,1,1,2,5,2,0,0,0,1,0,1,1,1,3,5,0,0,0,3,Uncertain
990,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
991,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
992,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
993,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
994,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
995,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
996,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
997,3,1,3,1,2,8,2,3,0,0,1,1,1,3,1,3,5,2,0,1,6,Uncertain
998,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,Trusted
999,11,2,11,2,5,42,2,18,0,1,2,18,1,11,2,13,5,12,7,2,15,Uncertain
1000,9,1,9,1,4,37,2,30,0,0,1,7,1,9,1,22,7,12,0,7,12,Trusted
1001,7,0,7,0,3,30,0,2,0,0,0,0,0,7,0,25,30,2,0,0,14,Trusted
1002,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1003,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1004,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1005,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1006,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1007,2,1,2,1,2,5,2,0,0,0,1,0,1,2,1,2,5,0,0,0,5,Uncertain
1008,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1009,17,6,17,6,8,82,4,22,2,1,6,41,2,17,6,18,8,16,4,1,26,Uncertain
1010,14,4,14,4,6,74,2,32,1,2,4,27,1,14,4,29,4,19,4,4,19,Uncertain
1011,13,3,13,3,5,70,4,29,0,1,3,14,2,13,3,40,18,14,5,4,20,Trusted
1012,9,1,9,1,3,52,2,31,0,0,1,5,1,9,1,38,21,9,0,5,14,Trusted
1013,5,0,5,0,2,31,0,1,0,0,0,0,0,5,0,27,31,1,0,0,10,Trusted
1014,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1015,2,1,2,1,2,5,2,0,0,0,1,0,1,2,1,2,5,0,0,0,5,Uncertain
1016,4,3,4,3,4,14,2,8,1,1,3,3,1,4,3,4,5,4,1,1,9,Uncertain
1017,2,2,2,2,3,9,2,7,0,1,2,1,1,2,2,4,4,3,0,1,5,Uncertain
1018,1,1,1,1,2,5,2,0,0,0,1,0,1,1,1,3,5,0,0,0,3,Uncertain
1019,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1020,6,3,6,3,4,22,2,15,1,1,3,7,1,6,3,6,3,9,2,3,10,Uncertain
1021,5,2,5,2,3,19,2,11,0,1,2,2,1,5,2,10,10,5,0,2,10,Trusted
1022,2,1,2,1,2,9,2,0,0,0,1,0,1,2,1,6,9,0,0,0,5,Trusted
1023,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1024,3,1,3,1,2,8,2,3,0,0,1,1,1,3,1,3,5,2,0,1,6,Uncertain
1025,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,Trusted
1026,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1027,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1028,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1029,4,2,4,2,3,12,2,9,0,1,2,2,1,4,2,4,5,5,0,2,8,Uncertain
1030,2,1,2,1,2,7,2,0,0,0,1,0,1,2,1,4,7,0,0,0,5,Trusted
1031,8,1,9,1,4,28,2,23,0,0,1,8,1,8,1,12,5,12,0,7,11,Uncertain
1032,7,0,7,0,3,23,0,2,0,0,0,0,0,7,0,18,23,2,0,0,14,Trusted
1033,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1034,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1035,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1036,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1037,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
1038,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1039,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1040,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1041,5,2,5,2,3,15,2,12,0,1,2,3,1,5,2,5,5,7,0,3,9,Uncertain
1042,3,1,3,1,2,10,2,0,0,0,1,0,1,3,1,6,10,0,0,0,7,Trusted
1043,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
1044,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1045,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1046,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
1047,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1048,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1049,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1050,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1051,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1052,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1053,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1054,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1055,6,1,6,1,4,19,2,15,0,0,1,6,1,6,1,7,3,7,0,4,8,Uncertain
1056,5,0,5,0,3,16,0,4,0,0,0,0,0,5,0,13,14,4,0,0,10,Uncertain
1057,2,0,1,0,1,3,0,0,0,0,0,0,0,2,0,1,3,0,0,0,3,Trusted
1058,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1059,13,5,14,5,9,57,2,20,1,3,5,22,1,13,5,17,3,12,9,2,19,Uncertain
1060,12,4,13,4,8,54,2,33,0,2,4,13,2,12,4,26,7,12,3,6,19,Trusted
1061,10,3,11,3,7,47,0,17,0,0,3,3,3,10,3,34,27,10,0,3,21,Uncertain
1062,5,1,4,1,2,17,2,12,0,0,1,3,1,5,1,8,5,6,0,3,7,Uncertain
1063,3,0,3,0,1,12,0,0,0,0,0,0,0,3,0,9,12,0,0,0,6,Trusted
1064,2,1,1,1,2,4,2,0,0,0,1,0,1,2,1,1,4,0,0,0,4,Uncertain
1065,1,1,0,1,2,2,2,0,0,0,1,0,1,1,1,0,2,0,0,0,2,Uncertain
1066,19,9,38,9,14,144,2,55,4,3,9,83,1,19,9,34,5,38,18,4,30,Uncertain
1067,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1068,2,1,2,1,2,10,2,5,0,0,1,1,1,2,1,6,5,2,0,1,4,Uncertain
1069,1,0,1,0,1,5,0,0,0,0,0,0,0,1,0,4,5,0,0,0,2,Trusted
1070,1,0,1,0,1,4,0,0,0,0,0,0,0,1,0,3,4,0,0,0,2,Trusted
1071,17,8,36,8,13,139,2,55,1,4,8,47,3,17,8,69,11,19,10,19,28,Uncertain
1072,15,7,33,7,11,129,20,48,1,4,7,47,2,15,7,61,35,39,10,19,22,Trusted
1073,5,3,5,3,4,22,4,12,0,1,3,4,2,5,3,10,8,6,1,2,10,Uncertain
1074,9,2,12,2,6,56,2,18,0,0,2,6,2,9,2,42,20,7,0,5,18,Trusted
1075,8,1,7,1,4,37,4,22,0,0,1,6,1,8,1,24,14,9,0,5,11,Trusted
1076,4,0,4,0,2,21,0,1,0,0,0,0,0,4,0,18,21,1,0,0,8,Trusted
1077,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1078,19,7,33,7,13,133,2,39,2,1,7,69,3,19,7,40,9,26,15,6,30,Uncertain
1079,3,0,3,0,3,23,0,10,0,0,0,0,0,3,0,22,14,2,0,0,6,Trusted
1080,2,0,1,0,2,10,0,1,0,0,0,0,0,2,0,9,10,1,0,0,3,Uncertain
1081,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1082,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1083,16,6,29,6,12,124,0,45,2,1,6,52,0,16,6,52,8,17,2,17,24,Uncertain
1084,13,5,25,5,9,110,15,19,2,1,5,48,0,13,5,44,28,25,2,15,18,Trusted
1085,12,4,12,4,8,69,2,26,1,2,4,23,1,12,4,30,7,14,4,2,18,Uncertain
1086,10,3,10,3,7,62,4,38,0,1,3,15,2,10,3,36,10,13,2,4,15,Trusted
1087,5,1,4,1,4,26,2,5,0,0,1,3,0,5,1,10,2,4,0,2,6,Uncertain
1088,2,0,2,0,1,6,0,0,0,0,0,0,0,2,0,4,6,0,0,0,4,Trusted
1089,7,1,7,1,5,47,0,14,0,0,0,0,0,0,0,0,16,4,0,2,12,Trusted
1090,2,0,2,0,2,13,0,1,0,0,0,0,0,2,0,12,13,1,0,0,4,Trusted
1091,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1092,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1093,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1094,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1095,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1096,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1097,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1098,12,2,12,2,6,47,2,24,0,1,2,19,1,12,2,16,3,15,7,4,15,Uncertain
1099,11,1,11,1,5,44,2,31,0,0,1,7,1,11,1,27,14,13,0,7,16,Uncertain
1100,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1101,7,0,7,0,3,30,0,2,0,0,0,0,0,7,0,25,30,2,0,0,14,Trusted
1102,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1103,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1104,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1105,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1106,9,2,10,2,6,31,2,20,0,1,2,8,1,9,2,14,9,8,1,5,15,Uncertain
1107,6,1,6,1,5,22,0,6,0,0,1,1,1,6,1,17,18,4,0,1,12,Uncertain
1108,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1109,2,1,1,1,2,5,2,3,0,0,1,1,1,2,1,1,2,2,0,1,3,Uncertain
1110,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,Trusted
1111,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1112,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
1113,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1114,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1115,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1116,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1117,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1118,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1119,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1120,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1121,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1122,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1123,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1124,10,4,10,4,8,35,2,27,0,2,4,11,2,10,4,12,5,13,2,6,16,Uncertain
1125,8,3,8,3,7,30,0,7,0,1,3,3,1,8,3,19,17,4,0,3,16,Uncertain
1126,2,2,1,2,3,6,2,2,0,1,2,1,0,2,2,1,2,1,0,1,4,Uncertain
1127,1,1,1,1,2,4,2,0,0,0,1,0,1,1,1,2,4,0,0,0,3,Uncertain
1128,3,1,2,1,3,9,2,7,0,0,1,2,1,3,1,4,2,3,0,2,4,Uncertain
1129,2,0,2,0,2,7,0,1,0,0,0,0,0,2,0,6,7,1,0,0,4,Uncertain
1130,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1131,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1132,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
1133,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1134,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1135,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1136,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1137,10,2,10,2,5,42,2,16,0,1,2,17,0,10,2,14,3,12,8,1,13,Uncertain
1138,9,1,9,1,4,39,0,0,0,0,1,8,1,9,1,23,0,0,0,8,11,Uncertain
1139,9,1,9,1,4,39,0,0,0,0,1,8,1,9,1,23,0,0,0,8,11,Uncertain
1140,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1141,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Uncertain
1142,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1143,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1144,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1145,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1146,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1147,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1148,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1149,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1150,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1151,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1152,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1153,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1154,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1155,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1156,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1157,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1158,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1159,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
1160,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1161,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1162,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,Trusted
1163,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1164,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1165,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1166,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1167,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1168,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
1169,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1170,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1171,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1172,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1173,5,1,5,1,2,14,2,9,0,0,1,3,1,5,1,5,5,6,0,3,8,Uncertain
1174,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1175,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1176,4,1,4,1,2,12,2,9,0,0,1,3,1,4,1,4,3,6,0,3,6,Uncertain
1177,3,0,3,0,1,9,0,0,0,0,0,0,0,3,0,6,9,0,0,0,6,Trusted
1178,3,0,3,0,1,6,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,Trusted
1179,2,0,2,0,1,4,0,0,0,0,0,0,0,2,0,2,4,0,0,0,4,Trusted
